Order Date,Sold To Number,Sold To,Order Number,Line Number,Stocking Type - STKT,2nd Item Number,Concatenation Description ,Quantity Shipped,Extended Price,Hold Orders Code - HOLD
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111238,20.000,K,00-002-22-50-25,RLT 2-STAR MY22 - 50CM - FORGE - GREY/SKYE BLUE,6,"10,915.80",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111238,21.000,K,00-002-22-53-25,RLT 2-STAR MY22 - 53CM - FORGE - GREY/SKYE BLUE,10,"18,193.00",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111238,22.000,K,00-002-22-56-25,RLT 2-STAR MY22 - 56CM - FORGE - GREY/SKYE BLUE,12,"21,831.60",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111238,23.000,K,00-002-22-59-25,RLT 2-STAR MY22 - 59CM - FORGE - GREY/SKYE BLUE,8,"14,554.40",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111238,26.000,K,00-003-22-50-25,RLT 3-STAR MY22 - 50CM - FORGE - GREY/SKYE BLUE,2,"3,304.86",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111238,27.000,K,00-003-22-53-25,RLT 3-STAR MY22 - 53CM - FORGE - GREY/SKYE BLUE,10,"20,293.00",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111238,28.000,K,00-003-22-56-25,RLT 3-STAR MY22 - 56CM - FORGE - GREY/SKYE BLUE,12,"24,351.60",
4/12/2021,128499,"GLENNE, LLC DBA STURTEVANTS OF SUN VALLE",111232,6.000,K,00-803-22-56-15,RLT RDO 3-STAR MY22 - 56CM - A - VALANCHE GREY/SLATE,1,"2,355.38",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111236,10.000,K,04-629-22-03-15,JET RDO 2-STAR MY22 - SM - MAG - NETIC GREY,2,"5,058.90",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111236,11.000,K,04-629-22-04-15,JET RDO 2-STAR MY22 - MD - MAG - NETIC GREY,4,"10,117.80",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111236,12.000,K,04-629-22-05-15,JET RDO 2-STAR MY22 - LG - MAG - NETIC GREY,4,"10,117.80",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111236,15.000,K,04-639-22-05-15,JET RDO 3-STAR MY22 - LG - MAG - NETIC GREY,2,"6,488.90",
4/12/2021,128601,AMAIN.COM INC.,111246,21.000,K,04-229-22-04-20,WFO RDO 2-STAR MY22 - MD - FAD - E TO BLACK,3,"8,578.35",C1
4/12/2021,128601,AMAIN.COM INC.,111246,22.000,K,04-229-22-05-20,WFO RDO 2-STAR MY22 - LG - FAD - E TO BLACK,2,"5,718.90",C1
4/12/2021,128601,AMAIN.COM INC.,111246,23.000,K,04-629-22-03-15,JET RDO 2-STAR MY22 - SM - MAG - NETIC GREY,2,"5,058.90",C1
4/12/2021,128601,AMAIN.COM INC.,111246,24.000,K,04-629-22-03-70,JET RDO 2-STAR MY22 - SM - EME - RALD GREEN,1,"2,529.45",C1
4/12/2021,128601,AMAIN.COM INC.,111246,25.000,K,04-629-22-04-15,JET RDO 2-STAR MY22 - MD - MAG - NETIC GREY,3,"7,588.35",C1
4/12/2021,128601,AMAIN.COM INC.,111246,26.000,K,04-629-22-04-70,JET RDO 2-STAR MY22 - MD - EME - RALD GREEN,2,"5,058.90",C1
4/12/2021,128601,AMAIN.COM INC.,111246,27.000,K,04-629-22-05-15,JET RDO 2-STAR MY22 - LG - MAG - NETIC GREY,2,"5,058.90",C1
4/12/2021,128601,AMAIN.COM INC.,111247,21.000,K,04-229-22-04-20,WFO RDO 2-STAR MY22 - MD - FAD - E TO BLACK,3,"8,578.35",C1
4/12/2021,128601,AMAIN.COM INC.,111247,22.000,K,04-229-22-05-20,WFO RDO 2-STAR MY22 - LG - FAD - E TO BLACK,2,"5,718.90",C1
4/12/2021,128601,AMAIN.COM INC.,111247,23.000,K,04-629-22-03-15,JET RDO 2-STAR MY22 - SM - MAG - NETIC GREY,2,"5,058.90",C1
4/12/2021,128601,AMAIN.COM INC.,111247,24.000,K,04-629-22-03-70,JET RDO 2-STAR MY22 - SM - EME - RALD GREEN,1,"2,529.45",C1
4/12/2021,128601,AMAIN.COM INC.,111247,25.000,K,04-629-22-04-15,JET RDO 2-STAR MY22 - MD - MAG - NETIC GREY,3,"7,588.35",C1
4/12/2021,128601,AMAIN.COM INC.,111247,26.000,K,04-629-22-04-70,JET RDO 2-STAR MY22 - MD - EME - RALD GREEN,2,"5,058.90",C1
4/12/2021,128601,AMAIN.COM INC.,111247,27.000,K,04-629-22-05-15,JET RDO 2-STAR MY22 - LG - MAG - NETIC GREY,2,"5,058.90",C1
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111261,13.000,K,03-729-22-02-20,AIR RDO 2-STAR MY22 - XS - SAT - IN CARBON/SILVER,1,"1,649.45",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111261,14.000,K,03-729-22-02-65,AIR RDO 2-STAR MY22 - XS - SAN - D/ORANGE,1,"1,649.45",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111261,15.000,K,03-729-22-03-20,AIR RDO 2-STAR MY22 - SM - SAT - IN CARBON/SILVER,1,"1,649.45",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111261,16.000,K,03-729-22-03-65,AIR RDO 2-STAR MY22 - SM - SAN - D/ORANGE,1,"1,649.45",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111261,17.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,3,"4,948.35",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111261,18.000,K,03-729-22-04-65,AIR RDO 2-STAR MY22 - MD - SAN - D/ORANGE,3,"4,948.35",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111261,19.000,K,03-729-22-05-20,AIR RDO 2-STAR MY22 - LG - SAT - IN CARBON/SILVER,2,"3,298.90",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111261,20.000,K,03-729-22-05-65,AIR RDO 2-STAR MY22 - LG - SAN - D/ORANGE,2,"3,298.90",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111261,21.000,K,03-729-22-06-20,AIR RDO 2-STAR MY22 - XL - SAT - IN CARBON/SILVER,1,"1,649.45",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111264,12.000,K,04-729-22-03-15,RKT RDO 2-STAR MY22 - SM - GRE - Y/ORANGE,1,"2,309.45",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111264,13.000,K,04-729-22-03-25,RKT RDO 2-STAR MY22 - SM - SAT - IN CARBON/MAGNETIC GREY,1,"2,309.45",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111264,14.000,K,04-729-22-04-15,RKT RDO 2-STAR MY22 - MD - GRE - Y/ORANGE,2,"4,618.90",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111264,15.000,K,04-729-22-04-25,RKT RDO 2-STAR MY22 - MD - SAT - IN CARBON/MAGNETIC GREY,2,"4,618.90",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111264,16.000,K,04-729-22-05-15,RKT RDO 2-STAR MY22 - LG - GRE - Y/ORANGE,1,"2,309.45",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111264,17.000,K,04-729-22-05-15,RKT RDO 2-STAR MY22 - LG - GRE - Y/ORANGE,1,"2,309.45",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111264,18.000,K,04-729-22-05-25,RKT RDO 2-STAR MY22 - LG - SAT - IN CARBON/MAGNETIC GREY,2,"4,618.90",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111244,15.000,K,03-520-22-04-10,AIR 2-STAR MY22 - MD - SILVER/ - BAJA BLUE,20,"27,986.00",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111244,16.000,K,03-520-22-05-10,AIR 2-STAR MY22 - LG - SILVER/ - BAJA BLUE,15,"20,989.50",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111244,17.000,K,03-520-22-06-10,AIR 2-STAR MY22 - XL - SILVER/ - BAJA BLUE,3,"4,197.90",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111244,18.000,K,03-531-22-02-10,AIR 3-STAR SS LTD MY22 - XS - - SILVER/BAJA BLUE,2,"3,218.60",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111244,19.000,K,03-531-22-03-10,AIR 3-STAR SS LTD MY22 - SM - - SILVER/BAJA BLUE,4,"6,437.20",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111244,20.000,K,03-531-22-04-10,AIR 3-STAR SS LTD MY22 - MD - - SILVER/BAJA BLUE,10,"16,093.00",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111244,21.000,K,03-531-22-05-10,AIR 3-STAR SS LTD MY22 - LG - - SILVER/BAJA BLUE,8,"12,874.40",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111244,22.000,K,03-531-22-06-10,AIR 3-STAR SS LTD MY22 - XL - - SILVER/BAJA BLUE,2,"3,218.60",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,42.000,K,00-802-22-59-40,RLT RDO 2-STAR MY22 - 59CM - - BLOOD RED,1,"1,880.43",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,43.000,K,00-802-22-59-40,RLT RDO 2-STAR MY22 - 59CM - - BLOOD RED,1,"1,880.43",
4/12/2021,129044,"ERIKS BIKE SHOP, INC.",111240,44.000,K,00-802-22-59-40,RLT RDO 2-STAR MY22 - 59CM - - BLOOD RED,1,"1,880.43",
4/13/2021,128721,OVERLOOK BICYCLES,111282,5.000,K,00-002-22-47-25,RLT 2-STAR MY22 - 47CM - FORGE - GREY/SKYE BLUE,1,"1,819.30",
4/13/2021,128721,OVERLOOK BICYCLES,111282,6.000,K,00-002-22-50-25,RLT 2-STAR MY22 - 50CM - FORGE - GREY/SKYE BLUE,1,"1,819.30",
4/13/2021,128721,OVERLOOK BICYCLES,111282,7.000,K,00-002-22-56-25,RLT 2-STAR MY22 - 56CM - FORGE - GREY/SKYE BLUE,1,"1,819.30",
4/13/2021,128721,OVERLOOK BICYCLES,111295,3.000,K,00-003-22-56-25,RLT 3-STAR MY22 - 56CM - FORGE - GREY/SKYE BLUE,1,"2,029.30",
4/13/2021,136740,PEE DEE BICYCLE COMPANY LLC DBA PEE DEE,405052,1.000,K,04-629-22-04-15,JET RDO 2-STAR MY22 - MD - MAG - NETIC GREY,1,"2,759.40",
4/13/2021,136740,PEE DEE BICYCLE COMPANY LLC DBA PEE DEE,405052,2.000,K,04-629-22-05-15,JET RDO 2-STAR MY22 - LG - MAG - NETIC GREY,1,"2,759.40",
4/13/2021,136740,PEE DEE BICYCLE COMPANY LLC DBA PEE DEE,405052,5.000,K,04-629-22-04-70,JET RDO 2-STAR MY22 - MD - EME - RALD GREEN,1,"2,759.40",
4/13/2021,136740,PEE DEE BICYCLE COMPANY LLC DBA PEE DEE,405052,6.000,K,04-629-22-04-70,JET RDO 2-STAR MY22 - MD - EME - RALD GREEN,1,"2,759.40",
4/13/2021,136740,PEE DEE BICYCLE COMPANY LLC DBA PEE DEE,405052,7.000,K,04-629-22-05-70,JET RDO 2-STAR MY22 - LG - EME - RALD GREEN,1,"2,759.40",
4/13/2021,136740,PEE DEE BICYCLE COMPANY LLC DBA PEE DEE,405052,8.000,K,04-629-22-06-70,JET RDO 2-STAR MY22 - XL - EME - RALD GREEN,1,"2,759.40",
4/13/2021,128665,CAMBRIA BICYCLE OUTFITTER,111289,13.000,K,04-629-22-03-70,JET RDO 2-STAR MY22 - SM - EME - RALD GREEN,1,"2,529.45",C1
4/13/2021,128665,CAMBRIA BICYCLE OUTFITTER,111289,14.000,K,04-629-22-04-15,JET RDO 2-STAR MY22 - MD - MAG - NETIC GREY,1,"2,529.45",C1
4/13/2021,128665,CAMBRIA BICYCLE OUTFITTER,111289,15.000,K,04-629-22-05-15,JET RDO 2-STAR MY22 - LG - MAG - NETIC GREY,1,"2,529.45",C1
4/13/2021,128665,CAMBRIA BICYCLE OUTFITTER,111289,16.000,K,04-639-22-03-15,JET RDO 3-STAR MY22 - SM - MAG - NETIC GREY,1,"3,244.45",C1
4/13/2021,128665,CAMBRIA BICYCLE OUTFITTER,111289,17.000,K,04-639-22-04-15,JET RDO 3-STAR MY22 - MD - MAG - NETIC GREY,1,"3,244.45",C1
4/13/2021,128665,CAMBRIA BICYCLE OUTFITTER,111289,18.000,K,04-639-22-04-70,JET RDO 3-STAR MY22 - MD - EME - RALD GREEN,1,"3,244.45",C1
4/13/2021,128665,CAMBRIA BICYCLE OUTFITTER,111289,19.000,K,04-639-22-05-15,JET RDO 3-STAR MY22 - LG - MAG - NETIC GREY,1,"3,244.45",C1
4/13/2021,128665,CAMBRIA BICYCLE OUTFITTER,111289,20.000,K,04-639-22-05-70,JET RDO 3-STAR MY22 - LG - EME - RALD GREEN,1,"3,244.45",C1
4/13/2021,129298,THE BIKE LANE (BILLING),111297,3.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,1,"2,099.30",C1
4/13/2021,129029,BG PARTNERS BILLING,111315,3.000,K,03-520-22-04-10,AIR 2-STAR MY22 - MD - SILVER/ - BAJA BLUE,1,999.50,C1
4/13/2021,128515,TEMPO MODA,111317,5.000,K,03-729-22-04-65,AIR RDO 2-STAR MY22 - MD - SAN - D/ORANGE,1,"1,619.46",
4/14/2021,128490,LEROY'S BIKE WORKS,111323,3.000,K,04-937-22-04-20,RIP RDO 3-STAR MY22 - MD - SAT - IN CARBON - 27.5,1,"3,719.40",
4/14/2021,128702,BIKE BLING,111339,3.000,K,00-952-22-53-70,MCR RDO 5-STAR MY22 - 53 CM - - OLIVE GREEN/ORANGE - 2X,1,"4,445.43",C1
4/14/2021,136695,PEDAL POWER BIKE SHOP INC.,111325,7.000,K,00-004-22-56-25,RLT 4-STAR MY22 - 56CM - FORGE - GREY/SKYE BLUE,1,"2,414.30",
4/14/2021,128702,BIKE BLING,111349,4.000,K,00-806-22-56-15,RLT RDO 5-STAR AXS LTD MY22 - - 56CM - AVALANCHE GREY/SLATE,1,"3,647.43",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,84.000,K,04-649-22-04-15,JET RDO 4-STAR MY22 - MD - MAG - NETIC GREY,1,"3,739.45",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,85.000,K,04-649-22-04-15,JET RDO 4-STAR MY22 - MD - MAG - NETIC GREY,1,"3,739.45",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,86.000,K,04-649-22-04-15,JET RDO 4-STAR MY22 - MD - MAG - NETIC GREY,1,"3,739.45",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,88.000,K,04-649-22-04-15,JET RDO 4-STAR MY22 - MD - MAG - NETIC GREY,1,"3,739.45",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,57.000,K,03-520-22-03-10,AIR 2-STAR MY22 - SM - SILVER/ - BAJA BLUE,2,"2,198.90",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,58.000,K,03-520-22-04-10,AIR 2-STAR MY22 - MD - SILVER/ - BAJA BLUE,6,"6,596.70",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,59.000,K,03-520-22-06-10,AIR 2-STAR MY22 - XL - SILVER/ - BAJA BLUE,2,"2,198.90",C1
4/14/2021,136695,PEDAL POWER BIKE SHOP INC.,111325,11.000,K,04-629-22-05-15,JET RDO 2-STAR MY22 - LG - MAG - NETIC GREY,1,"3,219.30",
4/14/2021,129029,BG PARTNERS BILLING,111330,3.000,K,04-739-22-03-25,RKT RDO 3-STAR MY22 - SM - SAT - IN CARBON/MAGNETIC GREY,1,"2,724.50",C1
4/14/2021,144666,THE BIKERY BILL,111338,17.000,K,04-639-22-04-15,JET RDO 3-STAR MY22 - MD - MAG - NETIC GREY,1,"3,244.45",C1
4/14/2021,144666,THE BIKERY BILL,111338,19.000,K,04-639-22-05-15,JET RDO 3-STAR MY22 - LG - MAG - NETIC GREY,1,"3,244.45",C1
4/14/2021,128823,BREAKAWAY CYCLES LLC - LOVELAND,111603,20.000,K,04-629-22-04-15,JET RDO 2-STAR MY22 - MD - MAG - NETIC GREY,1,"2,759.40",
4/14/2021,128823,BREAKAWAY CYCLES LLC - LOVELAND,111603,24.000,K,04-639-22-05-15,JET RDO 3-STAR MY22 - LG - MAG - NETIC GREY,1,"3,539.40",
4/14/2021,128515,TEMPO MODA,111354,5.000,K,00-802-22-56-15,RLT RDO 2-STAR MY22 - 56CM - - AVALANCHE GREY/SLATE,1,"1,781.46",
4/14/2021,136699,PAPA WHEELIES (BILL),111342,90.000,K,00-803-22-47-15,RLT RDO 3-STAR MY22 - 47CM - A - VALANCHE GREY/SLATE,1,"2,165.43",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,91.000,K,00-802-22-47-40,RLT RDO 2-STAR MY22 - 47CM - - BLOOD RED,2,"3,760.86",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,92.000,K,00-803-22-50-15,RLT RDO 3-STAR MY22 - 50CM - A - VALANCHE GREY/SLATE,2,"4,330.86",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,93.000,K,00-802-22-50-15,RLT RDO 2-STAR MY22 - 50CM - - AVALANCHE GREY/SLATE,2,"3,760.86",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,94.000,K,00-803-22-53-40,RLT RDO 3-STAR MY22 - 53CM - B - LOOD RED,3,"6,496.29",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,95.000,K,00-802-22-53-40,RLT RDO 2-STAR MY22 - 53CM - - BLOOD RED,3,"5,641.29",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,96.000,K,00-803-22-53-15,RLT RDO 3-STAR MY22 - 53CM - A - VALANCHE GREY/SLATE,3,"6,496.29",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,97.000,K,00-803-22-56-40,RLT RDO 3-STAR MY22 - 56CM - B - LOOD RED,3,"6,496.29",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,98.000,K,00-802-22-56-15,RLT RDO 2-STAR MY22 - 56CM - - AVALANCHE GREY/SLATE,3,"5,641.29",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,99.000,K,00-803-22-56-15,RLT RDO 3-STAR MY22 - 56CM - A - VALANCHE GREY/SLATE,3,"6,496.29",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,100.000,K,00-803-22-59-15,RLT RDO 3-STAR MY22 - 59CM - A - VALANCHE GREY/SLATE,2,"4,330.86",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,101.000,K,00-803-22-59-40,RLT RDO 3-STAR MY22 - 59CM - B - LOOD RED,2,"4,330.86",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,73.000,K,04-229-22-04-20,WFO RDO 2-STAR MY22 - MD - FAD - E TO BLACK,1,"2,859.45",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,74.000,K,04-229-22-05-20,WFO RDO 2-STAR MY22 - LG - FAD - E TO BLACK,1,"2,859.45",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,75.000,K,04-629-22-03-15,JET RDO 2-STAR MY22 - SM - MAG - NETIC GREY,1,"2,529.45",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,76.000,K,04-629-22-03-70,JET RDO 2-STAR MY22 - SM - EME - RALD GREEN,2,"5,058.90",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,77.000,K,04-629-22-04-15,JET RDO 2-STAR MY22 - MD - MAG - NETIC GREY,4,"10,117.80",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,78.000,K,04-629-22-04-70,JET RDO 2-STAR MY22 - MD - EME - RALD GREEN,5,"12,647.25",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,79.000,K,04-629-22-05-15,JET RDO 2-STAR MY22 - LG - MAG - NETIC GREY,4,"10,117.80",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,80.000,K,04-649-22-03-15,JET RDO 4-STAR MY22 - SM - MAG - NETIC GREY,1,"3,739.45",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,81.000,K,04-649-22-03-70,JET RDO 4-STAR MY22 - SM - EME - RALD GREEN,1,"3,739.45",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,83.000,K,04-649-22-05-15,JET RDO 4-STAR MY22 - LG - MAG - NETIC GREY,4,"14,957.80",C1
4/14/2021,129029,BG PARTNERS BILLING,111344,3.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,1,"1,499.50",C1
4/14/2021,128930,BRUMBLE BIKES,111329,4.000,K,04-729-22-04-15,RKT RDO 2-STAR MY22 - MD - GRE - Y/ORANGE,1,"2,729.35",C1
4/14/2021,136699,PAPA WHEELIES (BILL),111342,102.000,K,00-803-22-47-40,RLT RDO 3-STAR MY22 - 47CM - B - LOOD RED,1,"2,165.43",C1
4/15/2021,128554,LARKSPUR BIKE CO.,111372,3.000,K,00-005-22-53-25,RLT 5-STAR MY22 - 53CM - FORGE - GREY/SKYE BLUE,1,"2,678.43",C1
4/15/2021,128913,ALL AROUND CYCLERY,111357,2.000,K,03-520-22-05-10,AIR 2-STAR MY22 - LG - SILVER/ - BAJA BLUE,1,"1,399.30",
4/15/2021,128601,AMAIN.COM INC.,111368,13.000,K,47-621-16-00-00,Plastic Parts Kit - JET 9 RDO - V2,2,11.00,
4/15/2021,128601,AMAIN.COM INC.,111368,14.000,K,47-801-17-00-00,Plastic Parts Kit - RLT 9 RDO - ,2,11.00,
4/15/2021,128601,AMAIN.COM INC.,111368,15.000,K,47-801-17-02-00,Metal Parts Kit - RLT 9 RDO - ,2,19.80,
4/15/2021,129236,GALLATIN ALPINE SPORTS BILL,371487,8.000,K,04-927-22-04-20,RIP RDO 2-STAR MY22 - MD - SAT - IN CARBON - 27.5,1,"3,359.30",
4/15/2021,129236,GALLATIN ALPINE SPORTS BILL,371487,9.000,K,04-927-22-05-20,RIP RDO 2-STAR MY22 - LG - SAT - IN CARBON - 27.5,1,"3,359.30",
4/15/2021,129236,GALLATIN ALPINE SPORTS BILL,371487,10.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,1,"2,099.30",
4/15/2021,129236,GALLATIN ALPINE SPORTS BILL,371487,11.000,K,03-729-22-04-65,AIR RDO 2-STAR MY22 - MD - SAN - D/ORANGE,1,"2,099.30",
4/15/2021,129236,GALLATIN ALPINE SPORTS BILL,371487,12.000,K,03-729-22-05-20,AIR RDO 2-STAR MY22 - LG - SAT - IN CARBON/SILVER,1,"2,099.30",
4/16/2021,136740,PEE DEE BICYCLE COMPANY LLC DBA PEE DEE,111390,19.000,K,04-937-22-04-20,RIP RDO 3-STAR MY22 - MD - SAT - IN CARBON - 27.5,1,"3,719.40",
4/16/2021,136740,PEE DEE BICYCLE COMPANY LLC DBA PEE DEE,111390,20.000,K,04-939-22-05-10,RIP RDO 3-STAR MY22 - LG - SIL - VER/BAJA BLUE - 29,1,"3,719.40",
4/16/2021,129107,FAST BICYCLE,111404,19.000,K,03-729-22-03-20,AIR RDO 2-STAR MY22 - SM - SAT - IN CARBON/SILVER,1,"1,799.40",
4/16/2021,129107,FAST BICYCLE,111404,20.000,K,03-729-22-04-20,AIR RDO 2-STAR MY22 - MD - SAT - IN CARBON/SILVER,1,"1,799.40",
4/16/2021,129107,FAST BICYCLE,111404,21.000,K,03-729-22-05-20,AIR RDO 2-STAR MY22 - LG - SAT - IN CARBON/SILVER,1,"1,799.40",
4/16/2021,136740,PEE DEE BICYCLE COMPANY LLC DBA PEE DEE,111390,16.000,K,00-002-22-53-25,RLT 2-STAR MY22 - 53CM - FORGE - GREY/SKYE BLUE,1,"1,611.38",
4/16/2021,129107,FAST BICYCLE,111404,12.000,K,00-002-22-50-25,RLT 2-STAR MY22 - 50CM - FORGE - GREY/SKYE BLUE,2,"3,222.76",
4/16/2021,129107,FAST BICYCLE,111404,13.000,K,00-002-22-53-25,RLT 2-STAR MY22 - 53CM - FORGE - GREY/SKYE BLUE,2,"3,222.76",
4/16/2021,129107,FAST BICYCLE,111404,14.000,K,00-002-22-56-25,RLT 2-STAR MY22 - 56CM - FORGE - GREY/SKYE BLUE,2,"3,222.76",
4/16/2021,129107,FAST BICYCLE,111404,15.000,K,00-002-22-59-25,RLT 2-STAR MY22 - 59CM - FORGE - GREY/SKYE BLUE,1,"1,611.38",
4/16/2021,129107,FAST BICYCLE,111404,17.000,K,03-520-22-04-10,AIR 2-STAR MY22 - MD - SILVER/ - BAJA BLUE,2,"2,398.80",
4/16/2021,129107,FAST BICYCLE,111404,18.000,K,03-520-22-05-10,AIR 2-STAR MY22 - LG - SILVER/ - BAJA BLUE,2,"2,398.80",
4/16/2021,129107,FAST BICYCLE,111404,22.000,K,03-520-22-03-10,AIR 2-STAR MY22 - SM - SILVER/ - BAJA BLUE,1,"1,199.40",
4/16/2021,129107,FAST BICYCLE,111404,23.000,K,03-520-22-03-10,AIR 2-STAR MY22 - SM - SILVER/ - BAJA BLUE,1,"1,199.40",
4/16/2021,136740,PEE DEE BICYCLE COMPANY LLC DBA PEE DEE,111390,22.000,K,04-629-22-04-15,JET RDO 2-STAR MY22 - MD - MAG - NETIC GREY,1,"2,759.40",
4/16/2021,136766,BELGEN CYCLES/VILLAGE BICYCLE SHIP,111392,4.000,K,00-802-22-47-15,RLT RDO 2-STAR MY22 - 47CM - - AVALANCHE GREY/SLATE,1,"2,045.38",C1
4/17/2021,136693,ONE STAR BICYCLES,111413,4.000,K,00-803-22-50-15,RLT RDO 3-STAR MY22 - 50CM - A - VALANCHE GREY/SLATE,1,"2,165.43",C1
4/17/2021,136693,ONE STAR BICYCLES,111413,5.000,K,00-803-22-53-40,RLT RDO 3-STAR MY22 - 53CM - B - LOOD RED,1,"2,165.43",C1
4/19/2021,128556,UNIVERSITY BICYCLES,111604,46.000,K,00-102-22-47-70,RLT STEEL 2-STAR MY22 - 47CM - - EMERALD GREEN,1,"1,766.43",
4/19/2021,128556,UNIVERSITY BICYCLES,111604,47.000,K,00-102-22-53-70,RLT STEEL 2-STAR MY22 - 53CM - - EMERALD GREEN,1,"1,766.43",
4/19/2021,128556,UNIVERSITY BICYCLES,111604,48.000,K,00-103-22-59-20,RLT STEEL 3-STAR MY22 - 59CM - - BLACK/BRONZE,1,"1,937.43",
4/19/2021,128702,BIKE BLING,111456,3.000,K,04-959-22-03-10,RIP RDO 5-STAR MY22 - SM - SIL - VER/BAJA BLUE - 29,1,"4,784.45",C1
4/19/2021,129419,CYCLE CRAFT,111436,3.000,K,00-002-22-56-25,RLT 2-STAR MY22 - 56CM - FORGE - GREY/SKYE BLUE,1,"1,481.43",C1
4/19/2021,128556,UNIVERSITY BICYCLES,111604,37.000,K,00-002-22-47-25,RLT 2-STAR MY22 - 47CM - FORGE - GREY/SKYE BLUE,1,"1,481.43",
4/19/2021,128556,UNIVERSITY BICYCLES,111604,38.000,K,00-002-22-50-25,RLT 2-STAR MY22 - 50CM - FORGE - GREY/SKYE BLUE,1,"1,481.43",
4/19/2021,128556,UNIVERSITY BICYCLES,111604,39.000,K,00-002-22-53-25,RLT 2-STAR MY22 - 53CM - FORGE - GREY/SKYE BLUE,2,"2,962.86",
4/19/2021,128556,UNIVERSITY BICYCLES,111604,40.000,K,00-002-22-59-25,RLT 2-STAR MY22 - 59CM - FORGE - GREY/SKYE BLUE,2,"2,962.86",
